Maintenance_flag,record_id,Measurement_timestamp,Vehicle_speed_sensor,Vibration,Engine_Load,Engine_Coolant_Temp,Intake_Manifold_Pressure,Engine_RPM,Speed_OBD,Intake_Air_Temp,Mass_Air_Flow_Rate,Throttle_Pos_Manifold,Voltage_Control_Module,Ambient_air_temp,Accel_Pedal_Pos_D,Engine_Oil_Temp,Speed_GPS,GPS_Longitude,GPS_Latitude,GPS_Bearing,GPS_Altitude,Turbo_Boost_And_Vcm_Gauge,Trip_Distance,Litres_Per_100km_Inst,Accel_Ssor_Total,CO2_in_g_per_km_Inst,Trip_Time_journey,fleetid,truckid,period,Region
0,5940,22FEB16:17:40:06,113,244.849813,70.98039,89,180,1774.5,113,11,52.22,80,14.12,6,44.705883,86,114.19245,8.9115513589,48.968738752,21.9,146,12.038132,273.9958,7.592852,0.013742,200.83078,9250,Fleet_00713F1,Truck_0201X1,2,1
1,2936,22FEB16:16:50:02,105,245.294845,97.254906,91,117,1350.5,105,11,25.27,80,14.12,8,35.686275,89,108.47015,7.5352447631,48.660036339,311.6,545,2.900755,193.95943,3.569776,0.011152,94.4205,6246,Fleet_00413F1,Truck_0351X1,2,2
0,441,22FEB16:16:08:27,92,246.018022,0,81,110,1413.5,92,9,24.97,80,14.26,7,14.901961,80,96.840164,9.2896608604,49.188425431,1.4,718,1.88549,145.46925,0,0.004047,0,3751,Fleet_00113F1,Truck_0221X1,2,1
1,1893,22FEB16:16:32:39,66,247.464376,0,87,111,1081.5,66,10,21.74,80,14.32,7,14.901961,86,69.69838,8.0487497274,48.266222666,301.7,369,2.030529,175.62483,0,-0.057943,0,5203,Fleet_01113F1,Truck_0631X1,2,2
1,5787,22FEB16:17:37:33,77,246.852457,39.215687,88,108,1216.5,77,9,19.88,80,14.28,6,14.901961,84,79.38,8.8131573589,49.100762752,14.5,136,1.595415,270.83255,2.3671,-0.114294,62.60974,9097,Fleet_00713F1,Truck_0501X1,2,1
0,4385,22FEB16:17:14:11,93,245.962393,0.392157,88,110,1131,93,9,19.63,80,14.16,7,21.568628,85,97.92006,8.0762256747,47.109729536,285.1,389,1.88549,237.30447,0,-0.091718,0,7695,Fleet_00613F1,Truck_0801X1,2,3
1,1616,22FEB16:16:28:02,15,250.301455,25.09804,86,111,953,15,15,14.8,57.2549,14.28,7,29.411766,82,16.383955,8.2931417274,48.157274666,298.3,316,2.030529,172.15073,6.03518,-0.039922,159.6304,4926,Fleet_01113F1,Truck_0631X1,2,1
0,839,22FEB16:16:15:05,129,243.959749,47.84314,81,113,1599.5,129,9,28.63,80,14.16,8,14.901961,79,133.20256,9.6568136153,48.480936484,256.6,498,2.320604,158.32832,2.639689,0.067713,69.819725,4149,Fleet_01213F1,Truck_0081X1,2,1
0,5947,22FEB16:17:40:13,136,243.570346,7.843137,90,175,2101.5,136,12,51.86,80,14.14,6,36.862747,87,137.08894,7.6991407631,48.707394339,22.5,151,11.312943,274.23978,7.50355,0.069564,198.46877,9257,Fleet_00413F1,Truck_0061X1,2,2
0,4234,22FEB16:17:11:40,106,245.239216,61.17647,89,107,1360.5,106,9,21.99,80,14.2,7,32.156864,86,110.30402,8.4409716747,47.114949536,258.9,362,1.450378,232.96344,1.229874,-0.034653,32.530136,7544,Fleet_00613F1,Truck_0801X1,2,3
0,7261,22FEB16:18:02:07,91,246.073651,22.745098,89,118,1120,91,9,20.11,80,14.12,7,14.901961,85,95.149155,7.7584447631,48.165138339,10.4,151,3.045792,299.83716,1.275327,0.034026,33.732365,10571,Fleet_00413F1,Truck_0641X1,2,2
1,2467,22FEB16:16:42:13,79,246.741199,27.058825,90,109,1235,79,10,19.94,80,14.18,8,14.901961,87,83.628,7.2397742752,48.247880037,264.3,417,1.740453,183.25894,2.165144,0.005566,57.26801,5777,Fleet_00313F1,Truck_0751X1,2,2
0,463,22FEB16:16:08:49,87,246.296167,0,80,108,1333.5,87,9,22.69,80,14.24,7,14.901961,79,85.680115,9.2815248604,49.216043431,337.7,669,1.595415,145.97098,0,-0.030288,0,3773,Fleet_00113F1,Truck_0221X1,2,1
1,6887,22FEB16:17:55:53,39,248.966359,33.72549,88,116,1234,39,14,21.41,63.137257,14.1,7,27.843138,84,40.932014,7.7037607631,48.676116339,8,146,2.755716,290.64163,3.048304,0.122253,80.62758,10197,Fleet_00413F1,Truck_0641X1,2,2
1,6961,22FEB16:17:57:07,112,244.905442,99.21569,91,124,1398,112,10,25.58,80,14.16,6,34.509804,87,114.37296,7.7240887631,48.591912339,8.7,153,3.916019,292.1717,3.339272,0.031131,88.32368,10271,Fleet_00413F1,Truck_0641X1,2,2
0,714,22FEB16:16:13:00,113,244.849813,0,87,111,1395,113,11,25.94,80,13.74,8,39.607845,86,111.85214,8.7697548604,49.467293431,288.5,660,2.030529,153.86786,0,-0.065021,0,4024,Fleet_00113F1,Truck_0221X1,2,1
0,3667,22FEB16:17:02:13,111,244.961071,98.82353,89,148,1392.5,111,11,30.77,80,14.16,8,46.666668,87,115.165436,9.0371410753,48.617207517,301.9,495,7.396925,214.38414,7.042907,-0.099331,186.28476,6977,Fleet_00913F1,Truck_0491X1,2,1
0,183,22FEB16:16:04:09,83,246.518683,22.352942,90,106,1282.5,83,10,20.99,80,14.2,7,32.941177,87,86.76027,8.979493794,49.344381773,286.1,822,1.30534,139.38538,1.232545,0.026272,32.600796,3493,Fleet_00513F1,Truck_0471X1,2,1
0,6237,22FEB16:17:45:03,101,245.517361,43.137257,88,125,1263.5,101,7,26.19,80,14.14,6,14.901961,84,103.71662,8.671663794,49.406877773,355.4,135,4.061056,284.90466,2.72971,-0.052144,72.200775,9547,Fleet_00513F1,Truck_0051X1,2,1
0,4650,22FEB16:17:18:36,114,244.794184,10.588236,87,122,1394.5,114,8,27.16,80,14.14,7,14.901961,84,117.32427,8.6583847631,48.557532339,265.6,280,3.625944,245.05963,0,0.024684,19.193468,7960,Fleet_00413F1,Truck_0561X1,2,1
0,4290,22FEB16:17:12:36,106,245.239216,53.72549,91,112,1318.5,106,8,21.8,79.60784,14.14,7,14.901961,85,108.93638,8.3029056747,47.123163536,270,379,2.175566,234.60751,2.69191,0.048342,71.20097,7600,Fleet_00613F1,Truck_0801X1,2,3
0,7577,22FEB16:18:07:23,22,249.912052,11.372549,87,117,1225,22,11,22.16,80,14.24,8,14.901961,84,13.212,7.9963878588,48.208375043,101.7,159,2.900755,305.95007,2.882931,0.022704,76.25348,10887,Fleet_00213F1,Truck_0791X1,2,2
1,6336,22FEB16:17:46:42,18,250.134568,44.705883,87,107,857,18,6,11.27,68.62745,14.24,6,31.37255,84,21.411255,8.3572697274,48.131672666,24.1,150,1.450378,287.74362,2.775108,-0.007447,73.401566,9646,Fleet_01113F1,Truck_0381X1,2,1
1,6467,22FEB16:17:48:53,17,250.190197,12.941176,87,107,725,17,10,9.69,69.803925,14.24,5,14.901961,84,19.656296,8.3931017274,48.175010666,29,151,1.450378,288.60165,1.7387,-0.033159,45.98857,9777,Fleet_01113F1,Truck_0381X1,2,1
1,2711,22FEB16:16:46:17,35,249.188875,37.2549,88,108,1112.5,35,10,18.61,76.86275,14.18,8,14.901961,85,41.87846,7.6971422752,48.348512037,269.3,445,1.595415,189.07657,2.051447,-0.00157,54.260735,6021,Fleet_00313F1,Truck_0751X1,2,2
1,5644,22FEB16:17:35:10,18,250.134568,32.156864,85,116,1182,18,15,19.22,60.784313,14.26,7,28.62745,81,20.808031,8.8778073589,49.013228752,22.9,116,2.755716,269.091,8.845901,0.061635,233.97392,8954,Fleet_00713F1,Truck_0501X1,2,1
1,5684,22FEB16:17:35:50,24,249.800794,14.509804,85,110,756,24,14,10.69,62.352943,14.24,7,14.901961,82,26.856386,8.2092370753,48.815057517,40.3,129,1.88549,269.38174,1.499273,-0.000904,39.65575,8994,Fleet_00913F1,Truck_0281X1,2,1
1,1756,22FEB16:16:30:22,27,249.633907,21.568628,89,108,1071.5,27,15,16.52,59.215687,14.28,7,32.54902,84,0,8.2679957274,48.169454666,0,317,1.595415,172.93698,4.263106,-0.041107,112.75907,5066,Fleet_01113F1,Truck_0631X1,2,1
0,1058,22FEB16:16:18:44,98,245.684248,33.72549,89,117,1206,98,9,21.36,80,14.14,7,14.901961,85,101.66431,9.0847416747,47.255829536,307.8,406,2.900755,165.91878,0,-0.049349,26.08831,4368,Fleet_00613F1,Truck_0361X1,2,3
0,7544,22FEB16:18:06:50,18,250.134568,17.254902,87,107,729.5,18,10,10.63,67.84314,14.26,8,14.901961,84,22.104116,9.2513937714,48.413257726,107.5,162,1.450378,305.83533,2.375822,0.011955,62.840466,10854,Fleet_00813F1,Truck_0411X1,2,1
0,4096,22FEB16:17:09:22,85,246.407425,82.7451,90,125,1448.5,85,8,26.97,79.60784,14.2,7,34.509804,86,88.09259,8.7407376747,47.034753536,236.8,338,4.061056,229.11513,2.248255,-0.026986,59.466305,7406,Fleet_00613F1,Truck_0801X1,2,3
0,4987,22FEB16:17:24:13,88,246.240538,1.960784,83,115,1327.5,88,8,25.3,80,14.18,8,37.2549,80,90.72001,8.7683117274,48.375032666,358,167,2.61068,254.19113,0,0.183446,0,8297,Fleet_01113F1,Truck_0661X1,2,1
1,5460,22FEB16:17:32:06,28,249.578278,38.82353,85,119,1137,28,7,19.69,79.21569,14.14,6,35.294117,82,27.828022,8.9115513589,48.968738752,24.7,135,3.19083,268.21606,6.58317,-0.007168,174.12473,8770,Fleet_00713F1,Truck_0501X1,2,1
1,6554,22FEB16:17:50:20,18,250.134568,18.431374,87,117,1053,18,14,17.24,63.52941,14.26,6,27.450981,83,18.144892,8.578489794,49.619103773,18.3,156,2.900755,288.98422,6.20309,0.030215,164.07162,9864,Fleet_00513F1,Truck_0051X1,2,1
0,4874,22FEB16:17:22:20,104,245.350474,0,87,115,1259,104,9,23.49,80,14.12,8,14.901961,85,106.34519,9.6056433589,48.745286752,321.2,271,2.61068,251.13464,0,0.020437,0,8184,Fleet_00713F1,Truck_0421X1,2,1
0,5794,22FEB16:17:37:40,79,246.741199,38.039215,88,110,1245,79,9,20.91,80,14.18,6,14.901961,84,84.27821,8.8104333589,49.109036752,11.5,132,1.88549,270.9806,3.071568,0.024386,81.24291,9104,Fleet_00713F1,Truck_0501X1,2,1
0,6043,22FEB16:17:41:49,135,243.625975,83.13725,90,205,1658,135,10,66.36,80,14.14,6,49.411766,87,136.6201,8.7984873589,48.781478752,19.3,153,15.664076,277.61572,12.61684,-0.070672,333.7152,9353,Fleet_00713F1,Truck_0201X1,2,1
0,3122,22FEB16:16:53:08,68,247.353118,50.19608,88,109,1274.5,68,11,19.69,80,14.3,8,14.901961,85,70.38045,7.2903847631,48.506658339,356.7,569,1.740453,198.25352,3.445806,-0.031467,91.14151,6432,Fleet_00413F1,Truck_0351X1,2,2
0,1826,22FEB16:16:31:32,83,246.518683,82.35294,91,136,1315.5,83,13,29.08,80,14.16,7,34.901962,87,82.26001,8.0077938588,48.070993043,300.4,306,5.656471,173.98592,8.735816,-0.04849,231.06216,5136,Fleet_00213F1,Truck_0621X1,2,2
1,6490,22FEB16:17:49:16,15,250.301455,25.09804,87,112,948.5,15,11,14.11,73.333336,14.24,5,27.450981,84,15.156384,8.3967437274,48.179966666,30.9,153,2.175566,288.70584,5.75381,-0.003721,152.18816,9800,Fleet_01113F1,Truck_0381X1,2,1
0,3444,22FEB16:16:58:30,117,244.627297,47.45098,93,111,1445,117,11,24.19,78.039215,14.14,9,14.901961,88,120.85277,8.5105630753,48.811805517,290.3,451,2.030529,207.16443,2.399293,0.024989,63.461243,6754,Fleet_00913F1,Truck_0491X1,2,1
0,724,22FEB16:16:13:10,128,244.015378,10.980392,88,147,1579.5,128,12,46.11,80,14.2,8,14.901961,87,121.788,9.3544136153,48.545184484,305.7,662,7.251886,154.21645,8.517632,0.000378,225.2912,4034,Fleet_01213F1,Truck_0081X1,2,1
0,509,22FEB16:16:09:35,78,246.796828,56.078434,81,124,1476,78,9,29.13,79.60784,14.22,7,35.294117,78,78.084076,9.2158908604,49.254431431,294.4,660,3.916019,147.01486,5.749005,-0.100384,152.06108,3819,Fleet_00113F1,Truck_0221X1,2,1
1,5775,22FEB16:17:37:21,74,247.019344,48.627453,88,119,1170.5,74,10,18.58,79.60784,14.24,6,14.901961,84,76.24808,8.8206093589,49.087250752,25,135,3.19083,270.5841,2.878589,-0.057293,76.138626,9085,Fleet_00713F1,Truck_0501X1,2,1
0,7511,22FEB16:18:06:17,59,247.853779,56.078434,88,118,1473,59,10,26.52,77.64706,14.18,8,14.901961,85,57.996006,8.0310438588,48.216973043,111.6,158,3.045792,305.50684,6.197475,0.03835,163.92311,10821,Fleet_00213F1,Truck_0791X1,2,2
0,35,22FEB16:16:01:41,82,246.574312,99.21569,90,145,1290.5,82,11,25.05,80,14.22,6,29.803923,87,84.85203,8.9468036153,48.685902484,284.2,780,6.961811,136.26656,7.724844,-0.017572,204.32199,3345,Fleet_01213F1,Truck_0021X1,2,1
1,2260,22FEB16:16:38:46,71,247.186231,88.2353,89,148,1330,71,11,30.19,80,14.24,7,48.627453,87,61.164265,9.2746196153,48.712668484,274.5,408,7.396925,179.26416,10.031952,-0.01699,265.34494,5570,Fleet_01213F1,Truck_0231X1,2,1
1,6174,22FEB16:17:44:00,123,244.293523,47.45098,88,116,1519,123,8,28.05,80,14.16,6,14.901961,86,129.20544,8.6337873589,48.507830752,1.7,143,2.755716,282.88306,2.646433,0.097196,69.99811,9484,Fleet_00713F1,Truck_0201X1,2,1
0,541,22FEB16:16:10:07,110,245.0167,31.764706,86,141,1363.5,110,13,29.13,70.19608,14.16,7,29.019608,83,110.124054,9.1524708604,49.276091431,305.1,612,6.38166,147.84987,2.046698,0.008025,54.135117,3851,Fleet_00113F1,Truck_0221X1,2,1
0,4121,22FEB16:17:09:47,107,245.183587,96.07843,90,139,1373,107,9,30.99,80,14.16,7,32.941177,89,112.32,8.6911236747,47.053575536,247.8,340,6.091585,229.79236,3.790947,0.07119,100.27048,7431,Fleet_00613F1,Truck_0801X1,2,3
0,1199,22FEB16:16:21:05,60,247.79815,0,87,111,1101,60,9,19.47,80,14.22,8,14.901961,84,66.78048,9.3936876747,47.152779536,300.4,385,2.030529,170.08902,0,-0.028236,0,4509,Fleet_00613F1,Truck_0361X1,2,3
1,6565,22FEB16:17:50:31,16,250.245826,37.2549,87,115,1054.5,16,15,16.11,59.215687,14.24,6,29.803923,83,16.418526,8.576701794,49.621497773,25.6,154,2.61068,289.03052,9.743172,0.031188,257.70673,9875,Fleet_00513F1,Truck_0051X1,2,1
0,4391,22FEB16:17:14:17,93,245.962393,21.960785,88,115,1137,93,9,19.55,79.60784,14.12,8,14.901961,85,95.72401,8.0630256747,47.106849536,289.8,383,2.61068,237.45811,1.127864,-0.079213,29.831978,7701,Fleet_00613F1,Truck_0801X1,2,3
0,6977,22FEB16:17:57:23,116,244.682926,0,89,115,1386,116,11,26.69,80,14.2,6,14.901961,89,120.02444,7.7314327631,48.562146339,8.6,153,2.61068,292.6851,0,0.078042,0,10287,Fleet_00413F1,Truck_0641X1,2,2
0,123,22FEB16:16:03:09,59,247.853779,1.176471,88,110,1399.5,59,10,25.08,80,14.16,7,28.235294,86,61.740513,8.8082696153,48.701556484,259.5,788,1.88549,137.97183,0,0.048383,0,3433,Fleet_01213F1,Truck_0021X1,2,1
1,6426,22FEB16:17:48:12,32,249.355762,0.392157,87,111,1163,32,8,18.44,80,14.34,5,14.901961,84,33.1207,8.601421794,49.590063773,26.3,154,2.030529,288.41074,0,-0.016074,0,9736,Fleet_00513F1,Truck_0051X1,2,1
0,3909,22FEB16:17:06:15,165,241.957105,0,91,120,2023,165,17,38.97,80,14.24,8,14.901961,90,173.08801,8.7248950753,49.264043517,343.9,419,3.335867,224.2286,0,-0.08122,0,7219,Fleet_00913F1,Truck_0311X1,2,1
0,3410,22FEB16:16:57:56,93,245.962393,56.47059,91,131,1447.5,93,11,27.63,80,14.14,9,14.901961,84,95.36514,8.4338950753,48.837587517,299.6,440,4.931282,206.15765,5.488843,-0.042097,145.17981,6720,Fleet_00913F1,Truck_0491X1,2,1
0,797,22FEB16:16:14:23,129,243.959749,0.392157,82,118,1580.5,129,10,30.11,80,14.14,8,14.901961,81,136.04424,9.5327336153,48.465456484,283.5,609,3.045792,156.823,0,-0.234591,0,4107,Fleet_01213F1,Truck_0081X1,2,1
0,2286,22FEB16:16:39:12,74,247.019344,8.235294,91,109,1152,74,11,19.05,80,14.28,7,14.901961,88,78.012,8.7121436153,48.709044484,283.3,400,1.740453,179.76169,0,0.02124,14.310311,5596,Fleet_01213F1,Truck_0511X1,2,1
0,6725,22FEB16:17:53:11,14,250.357084,41.17647,87,103,905,14,18,7.58,32.156864,14.16,6,14.901961,82,15.768,8.4271937274,48.226496666,19.3,156,0.870226,289.579,4.779569,0.037628,126.41952,10035,Fleet_01113F1,Truck_0381X1,2,1
0,4031,22FEB16:17:08:17,95,245.851135,81.960785,87,134,1186,95,8,22.61,80,14.16,7,14.901961,83,97.20912,8.8545996747,47.053005536,321.4,300,5.366396,227.51277,4.894801,0.044292,129.46739,7341,Fleet_00613F1,Truck_0801X1,2,3
0,4881,22FEB16:17:22:27,102,245.461732,0,87,119,1566.5,102,9,31.66,80,14.22,8,14.901961,84,106.970535,8.6133857274,48.285956666,312.4,266,3.19083,251.32896,0,-0.018185,0,8191,Fleet_01113F1,Truck_0661X1,2,1
0,4175,22FEB16:17:10:41,105,245.294845,0,89,110,1293,105,8,23.77,80,14.2,7,14.901961,85,109.944214,8.5656396747,47.084217536,245.2,362,1.88549,231.37529,4.182373,0.071895,110.623695,7485,Fleet_00613F1,Truck_0801X1,2,3
0,503,22FEB16:16:09:29,77,246.852457,0.784314,81,106,1198.5,77,9,19.44,80,14.2,7,14.901961,79,81.54178,9.2260308604,49.252757431,305.7,705,1.30534,146.86768,0,-0.019692,0,3813,Fleet_00113F1,Truck_0221X1,2,1
1,3021,22FEB16:16:51:27,86,246.351796,58.823532,87,114,1358.5,86,10,22.74,73.333336,14.18,8,14.901961,86,85.032005,7.3778227631,48.604596339,306,554,2.465641,196.10735,3.688628,-0.001518,97.56414,6331,Fleet_00413F1,Truck_0351X1,2,2
0,8145,22FEB16:18:16:51,16,250.245826,21.960785,88,107,947,16,10,16.47,73.333336,14.18,7,19.607843,84,19.152,9.1081533589,48.948062752,101.2,151,1.450378,309.65533,5.198015,-0.070071,137.4874,11455,Fleet_00713F1,Truck_0711X1,2,1
1,6259,22FEB16:17:45:25,118,244.571668,70.98039,90,136,1490.5,118,7,29.72,80,14.14,6,14.901961,87,121.716194,8.6538633589,48.359312752,356.7,140,5.656471,285.51572,4.444796,0.021051,117.56477,9569,Fleet_00713F1,Truck_0201X1,2,1
0,8123,22FEB16:18:16:29,17,250.190197,29.803923,87,107,708.5,17,10,9.55,68.62745,14.16,7,14.901961,84,16.344357,7.3046402752,48.239840037,136.2,140,1.450378,309.53268,3.172033,0.049109,83.90021,11433,Fleet_00313F1,Truck_0301X1,2,2
0,4676,22FEB16:17:19:02,114,244.794184,63.137257,88,125,1419,114,7,27.77,80,14.16,7,14.901961,83,116.136,8.7266047631,48.559098339,277.2,265,4.061056,245.87372,3.800544,0.027888,100.52432,7986,Fleet_00413F1,Truck_0561X1,2,1
1,6513,22FEB16:17:49:39,16,250.245826,16.078432,87,108,703,16,12,10.16,65.09804,14.14,6,14.901961,83,17.496,8.4011177274,48.184796666,27.2,156,1.595415,288.79562,2.51994,0.057518,66.65236,9823,Fleet_01113F1,Truck_0381X1,2,1
1,6595,22FEB16:17:51:01,13,250.412713,25.882353,87,109,890.5,13,16,12.11,54.901962,14.28,6,28.235294,83,13.649745,8.4137537274,48.203396666,27,142,1.740453,289.1564,4.317431,-0.001941,114.19597,9905,Fleet_01113F1,Truck_0381X1,2,1
0,5077,22FEB16:17:25:43,96,245.795506,3.529412,86,115,1160.5,96,8,20.36,80,14.2,8,14.901961,81,89.820114,9.6998913589,48.535664752,42.2,165,2.61068,256.57956,0,-0.011544,0,8387,Fleet_00713F1,Truck_0421X1,2,1
1,1749,22FEB16:16:30:15,42,248.799472,1.568628,89,108,1056.5,42,16,15.3,80,14.26,7,23.529411,84,0,8.2679957274,48.169454666,0,317,1.595415,172.87694,0,-0.03792,0,5059,Fleet_01113F1,Truck_0631X1,2,1
0,3565,22FEB16:17:00:31,101,245.517361,0,88,108,1244.5,101,11,22.52,80,14.24,9,14.901961,87,105.91337,8.7842830753,48.685985517,299.3,484,1.595415,211.15091,0,0.027865,0,6875,Fleet_00913F1,Truck_0491X1,2,1
1,2977,22FEB16:16:50:43,92,246.018022,0,90,110,1119.5,92,10,19.16,80,14.22,8,14.901961,87,100.98041,7.4525767631,48.630954339,284.7,551,1.88549,195.08292,0,0.001926,0,6287,Fleet_00413F1,Truck_0351X1,2,2
1,6432,22FEB16:17:48:18,21,249.967681,15.686275,87,107,717.5,21,8,10.36,69.411766,14.22,5,14.901961,84,24.986101,8.3868557274,48.167606666,27.8,155,1.450378,288.46188,1.513532,-0.04199,40.032894,9742,Fleet_01113F1,Truck_0381X1,2,1
0,3262,22FEB16:16:55:28,86,246.351796,45.882355,83,108,1352,86,11,22.41,80,14.26,9,14.901961,81,89.10072,7.1988667631,48.325224339,305,438,1.595415,201.81804,3.163461,0.029903,83.67349,6572,Fleet_00413F1,Truck_0351X1,2,2
0,644,22FEB16:16:11:50,118,244.571668,45.09804,90,109,1459,118,11,24.27,78.43137,14.16,7,14.901961,87,124.606064,8.9475048604,49.430747431,300.5,640,1.740453,151.63634,2.246647,-0.10492,59.423763,3954,Fleet_00113F1,Truck_0221X1,2,1
0,8311,22FEB16:18:19:37,46,248.576956,33.333332,87,112,1413.5,46,8,21.05,78.82353,14.14,6,30.588236,84,41.54439,9.2000673589,48.913244752,50.7,148,2.175566,311.0446,1.731289,0.017526,45.792553,11621,Fleet_00713F1,Truck_0711X1,2,1
0,3744,22FEB16:17:03:30,147,242.958427,69.803925,89,161,1813,147,11,41.38,80,14.06,9,14.901961,87,151.02097,8.4706210753,48.940319517,279.2,495,9.282415,217.1998,4.880774,0.055716,129.09637,7054,Fleet_00913F1,Truck_0311X1,2,1
0,7986,22FEB16:18:14:12,51,248.298811,29.019608,88,117,1229.5,51,11,21.8,80,14.18,8,14.901961,85,49.572052,9.0084453589,48.957278752,76.7,159,2.900755,308.47488,10.080547,-0.004716,266.6303,11296,Fleet_00713F1,Truck_0711X1,2,1
0,7229,22FEB16:18:01:35,100,245.57299,71.37255,90,120,1254.5,100,9,22.27,80,14.1,7,34.901962,85,101.84477,7.7532607631,48.211518339,2.5,145,3.335867,298.99182,3.969813,0.036521,105.00149,10540,Fleet_00413F1,Truck_0641X1,2,2
0,3417,22FEB16:16:58:03,96,245.795506,99.60784,92,137,1198.5,96,11,23.86,80,14.2,9,14.901961,84,100.155426,8.4471790753,48.832421517,298.4,443,5.80151,206.33386,6.312004,-0.081744,166.95238,6727,Fleet_00913F1,Truck_0491X1,2,1
1,6386,22FEB16:17:47:32,19,250.078939,25.490196,88,109,821.5,19,8,10.49,76.86275,14.3,5,34.11765,84,19.485613,8.3702897274,48.147638666,24,154,1.740453,288.05807,2.08143,-0.001216,55.053795,9696,Fleet_01113F1,Truck_0381X1,2,1
1,2103,22FEB16:16:36:09,20,250.02331,46.666668,89,110,1350.5,20,16,21.69,62.7451,14.22,7,29.803923,85,19.87213,9.1074296153,48.700524484,281.2,377,1.88549,177.26805,9.806747,-0.055105,259.3883,5413,Fleet_01213F1,Truck_0231X1,2,1
0,2294,22FEB16:16:39:20,71,247.186231,13.333334,90,112,1110.5,71,11,18.41,76.47059,14.2,7,33.72549,88,72.43233,8.6989076153,48.711426484,285.7,407,2.175566,179.91365,0,-0.061115,0,5604,Fleet_01213F1,Truck_0511X1,2,1
0,6090,22FEB16:17:42:36,155,242.513395,0,89,124,1908.5,155,10,38.19,80,14.1,6,14.901961,90,162.39667,8.7305133589,48.675944752,23.9,155,3.916019,279.6536,3.451373,0.100135,91.28876,9400,Fleet_00713F1,Truck_0201X1,2,1
1,2304,22FEB16:16:39:30,72,247.130602,0,89,108,1106,72,11,19.05,80,14.3,7,14.901961,87,74.880554,8.6823536153,48.714360484,285.5,419,1.595415,180.10349,0,-0.028373,0,5614,Fleet_01213F1,Truck_0511X1,2,1
0,628,22FEB16:16:11:34,127,244.071007,63.92157,90,137,1584.5,127,12,38.94,80,14.16,7,14.901961,89,132.08423,9.1166636153,48.606210484,304.2,634,5.80151,151.1352,0,-0.079333,0,3939,Fleet_01213F1,Truck_0081X1,2,1
0,7880,22FEB16:18:12:26,29,249.522649,46.27451,87,109,1273.5,29,13,22.11,72.15686,14.12,9,30.980392,84,31.356184,7.7551507631,48.734100339,85.2,144,1.740453,307.45935,8.622785,0.020721,228.0725,11190,Fleet_00413F1,Truck_0271X1,2,2
0,847,22FEB16:16:15:13,119,244.516039,0,81,112,1459.5,119,9,26.97,80,14.18,8,14.901961,79,124.81217,9.6797756153,48.484632484,254.8,510,2.175566,158.60353,0,0.03364,0,4157,Fleet_01213F1,Truck_0081X1,2,1
0,5981,22FEB16:17:40:47,129,243.959749,0,89,128,1568,129,8,32.69,80,14.16,6,14.901961,87,133.16402,8.8601613589,48.889082752,23,157,4.49617,275.53668,0,0.076971,0,9291,Fleet_00713F1,Truck_0201X1,2,1
1,1710,22FEB16:16:29:36,23,249.856423,36.47059,88,119,1473,23,15,25.83,61.960785,14.2,7,26.666668,83,0,8.1122118588,48.116863043,0,317,3.19083,172.59312,9.971613,-0.050063,263.74896,5020,Fleet_00213F1,Truck_0621X1,2,2
1,1649,22FEB16:16:28:35,28,249.578278,96.86275,87,169,1669.5,28,15,29.33,80.39216,14.24,7,32.156864,82,20.268,8.606881794,49.403757773,309.3,314,10.442717,172.31528,28.78617,-0.037629,761.3936,4959,Fleet_00513F1,Truck_0331X1,2,1
0,5384,22FEB16:17:30:50,115,244.738555,30.588236,88,110,1423.5,115,7,24.72,80,14.14,6,14.901961,83,118.51339,8.9079033589,48.965834752,40.2,149,1.88549,266.3804,1.58607,-0.021856,41.95151,8694,Fleet_00713F1,Truck_0681X1,2,1
0,3494,22FEB16:16:59:20,124,244.237894,84.70589,91,146,1540.5,124,12,37.49,80,14.16,9,38.82353,88,127.765144,8.6293450753,48.768323517,310.9,477,7.10685,208.80003,5.963881,-0.022435,157.74454,6804,Fleet_00913F1,Truck_0491X1,2,1
0,6877,22FEB16:17:55:43,54,248.131924,27.058825,88,111,1264,54,15,23.05,71.37255,13.98,7,14.901961,84,55.548107,7.7026747631,48.683460339,13.5,142,2.030529,290.50262,2.812397,-0.028182,74.38784,10187,Fleet_00413F1,Truck_0641X1,2,2
0,4628,22FEB16:17:18:14,112,244.905442,52.54902,91,113,1384.5,112,9,24.33,80,14.12,7,14.901961,87,115.920204,8.6013007631,48.565350339,302.8,271,2.320604,244.3616,3.242338,0.037261,85.759766,7938,Fleet_00413F1,Truck_0561X1,2,1
0,865,22FEB16:16:15:31,96,245.795506,2.352941,81,108,1164,96,9,19.61,80,14.18,8,31.37255,79,100.00853,8.9669516153,48.671304484,254.8,471,1.595415,159.09111,0,-0.069336,13.833798,4175,Fleet_01213F1,Truck_0101X1,2,1
0,540,22FEB16:16:10:06,107,245.183587,41.17647,86,141,2024,107,13,34.41,80,14.16,7,31.764706,83,106.704,8.386411815,48.660560243,304.8,612,6.38166,147.7951,3.228771,-0.009243,85.400925,3850,Fleet_01013F1,Truck_0171X1,2,1
0,607,22FEB16:16:11:13,139,243.403459,79.60784,90,195,1718,139,13,59.66,80,14.08,7,39.607845,88,147.49432,7.9858638588,47.803633043,311,633,14.213697,150.32527,8.556473,0.064357,226.31856,3918,Fleet_00213F1,Truck_0701X1,2,2
